crossreg_id,trial_id,status,last_updated,registration_date,actual_completion_date,estimated_completion_date,is_interventional,is_completed_2018_2021,is_german_umc,has_trial_de_protocol,has_euctr_results,completion_date,has_premature,has_de_premature,completion_date_type,filled_actual_completion_dates,filled_euctr_completion_date,has_interventional,has_german_umc,registries,has_cluster_de_protocol,hierarchical_completion_date,has_completion_2018_2021,recent_status,has_withdrawn_status,many_to_many,trns_in_cluster,mtm_validated
2006-006088-22_DRKS00003078_NCT02158988,DRKS00003078,COMPLETE_FOLLOW_UP_COMPLETE,2022-06-27,2011-11-23,2020-06-09,NA,TRUE,TRUE,TRUE,NA,TRUE,2020-06-09,FALSE,FALSE,NA,2020-06-09,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2020-06-09,TRUE,Completed,FALSE,FALSE,3,FALSE
2006-006088-22_DRKS00003078_NCT02158988,NCT02158988,COMPLETED,2021-07-28,2014-05-04,2021-06-09,NA,TRUE,TRUE,TRUE,NA,TRUE,2021-06-09,FALSE,FALSE,ACTUAL,2021-06-09,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2020-06-09,TRUE,Completed,FALSE,FALSE,3,FALSE
2006-006962-41_NCT02543749,NCT02543749,TERMINATED,2023-02-07,2015-08-25,2022-07-31,NA,TRUE,FALSE,TRUE,NA,TRUE,2022-07-31,TRUE,TRUE,ACTUAL,2022-07-31,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2022-07-31,FALSE,TERMINATED,FALSE,FALSE,2,FALSE
2006-006962-41_NCT02543749,2006-006962-41,Prematurely Ended,2022-05-26,2007-08-13,NA,2020-04-30,TRUE,TRUE,TRUE,TRUE,TRUE,2020-04-30,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2022-07-31,FALSE,TERMINATED,FALSE,FALSE,2,FALSE
2007-002560-10_DRKS00002072_NCT01614132,2007-002560-10,Completed,2022-12-15,2009-08-06,2018-10-12,2018-10-12,TRUE,TRUE,TRUE,TRUE,TRUE,2018-10-12,FALSE,FALSE,NA,2018-10-31,2018-10-12,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2018-10-12,TRUE,Completed,FALSE,FALSE,3,FALSE
2007-002560-10_DRKS00002072_NCT01614132,NCT01614132,COMPLETED,2020-03-27,2012-04-26,2018-10-31,NA,TRUE,TRUE,TRUE,NA,TRUE,2018-10-31,FALSE,FALSE,ACTUAL,2018-10-31,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2018-10-12,TRUE,Completed,FALSE,FALSE,3,FALSE
2007-002560-10_DRKS00002072_NCT01614132,DRKS00002072,COMPLETE_FOLLOW_UP_CONTINUING,2015-01-22,2012-08-23,NA,NA,TRUE,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2018-10-12,TRUE,Completed,FALSE,FALSE,3,FALSE
2007-003187-22_NCT00515554,NCT00515554,COMPLETED,2020-11-11,2007-08-10,2020-07-31,NA,TRUE,TRUE,FALSE,NA,TRUE,2020-07-31,FALSE,FALSE,ACTUAL,2020-07-31,2019-07-18,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2019-07-18,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2007-003187-22_NCT00515554,2007-003187-22,Completed,2020-07-24,2007-12-07,2019-07-18,2019-07-18,TRUE,TRUE,TRUE,TRUE,TRUE,2019-07-18,FALSE,FALSE,NA,NA,2019-07-18,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2019-07-18,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2007-004270-43_NCT01117441,NCT01117441,COMPLETED,2022-05-17,2010-05-03,2021-12-31,NA,TRUE,TRUE,TRUE,NA,FALSE,2021-12-31,FALSE,FALSE,ACTUAL,2021-12-31,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2021-12-31,TRUE,COMPLETED,FALSE,FALSE,2,TRUE
2007-004270-43_NCT01117441,2007-004270-43,Completed,NA,2009-10-23,NA,2021-12-31,TRUE,TRUE,TRUE,TRUE,FALSE,2021-12-31,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2021-12-31,TRUE,COMPLETED,FALSE,FALSE,2,TRUE
2007-004474-24_NCT00736320,2007-004474-24,Completed,2021-09-02,2009-03-27,2020-12-29,2020-12-29,TRUE,TRUE,TRUE,TRUE,TRUE,2020-12-29,FALSE,FALSE,NA,NA,2020-12-29,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-12-29,TRUE,Completed,FALSE,FALSE,2,FALSE
2007-004474-24_NCT00736320,NCT00736320,UNKNOWN,2020-11-03,2008-08-08,NA,2021-12-31,TRUE,TRUE,FALSE,NA,TRUE,2021-12-31,FALSE,FALSE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-12-29,TRUE,Completed,FALSE,FALSE,2,FALSE
2007-004517-34_NCT00606723,2007-004517-34,Completed,2025-06-21,2008-04-10,2021-01-19,2021-02-24,TRUE,TRUE,TRUE,TRUE,TRUE,2021-01-19,FALSE,FALSE,NA,2021-02-24,2021-01-19,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2021-01-19,TRUE,Completed,FALSE,FALSE,2,FALSE
2007-004517-34_NCT00606723,NCT00606723,COMPLETED,2021-03-19,2008-01-21,2021-02-24,NA,TRUE,TRUE,TRUE,NA,TRUE,2021-02-24,FALSE,FALSE,ACTUAL,2021-02-24,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2021-01-19,TRUE,Completed,FALSE,FALSE,2,FALSE
2007-004928-21_NCT00777998,NCT00777998,COMPLETED,2023-10-26,2008-10-22,2021-06-30,NA,TRUE,TRUE,TRUE,NA,TRUE,2021-06-30,FALSE,FALSE,ACTUAL,2021-06-30,2018-04-17,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-04-17,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2007-004928-21_NCT00777998,2007-004928-21,Completed,2022-10-22,2008-03-28,2018-04-17,2018-04-17,TRUE,TRUE,TRUE,TRUE,TRUE,2018-04-17,FALSE,FALSE,NA,NA,2018-04-17,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-04-17,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2007-005920-34_NCT01356680,2007-005920-34,Completed,2021-03-24,2011-06-16,2020-03-21,2020-03-21,TRUE,TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE,FALSE,NA,2020-03-23,2020-03-21,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-03-21,TRUE,Completed,FALSE,FALSE,2,FALSE
2007-005920-34_NCT01356680,NCT01356680,COMPLETED,2020-04-03,2011-05-13,2020-03-23,NA,TRUE,TRUE,TRUE,NA,TRUE,2020-03-23,FALSE,FALSE,ACTUAL,2020-03-23,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-03-21,TRUE,Completed,FALSE,FALSE,2,FALSE
2007-007262-38_NCT00777244,NCT00777244,UNKNOWN,2017-05-04,2008-10-21,NA,2020-12-31,TRUE,TRUE,TRUE,NA,FALSE,2020-12-31,FALSE,FALSE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-12-31,TRUE,UNKNOWN,FALSE,FALSE,2,FALSE
2007-007262-38_NCT00777244,2007-007262-38,Completed,NA,2010-10-13,NA,2020-12-30,TRUE,TRUE,FALSE,TRUE,FALSE,2020-12-30,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-12-31,TRUE,UNKNOWN,FALSE,FALSE,2,FALSE
2007-007587-21_NCT00769522,NCT00769522,COMPLETED,2024-12-30,2008-10-08,2018-01-31,NA,TRUE,TRUE,TRUE,NA,TRUE,2018-01-31,FALSE,FALSE,ACTUAL,2018-01-31,2018-01-01,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-01-01,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2007-007587-21_NCT00769522,2007-007587-21,Completed,2020-08-21,2008-04-28,2018-01-01,2018-01-01,TRUE,TRUE,TRUE,TRUE,TRUE,2018-01-01,FALSE,FALSE,NA,NA,2018-01-01,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-01-01,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2008-002070-35_NCT00908544,2008-002070-35,Completed,2019-11-02,2009-02-09,2018-04-03,2018-04-03,TRUE,TRUE,FALSE,TRUE,TRUE,2018-04-03,FALSE,FALSE,NA,2018-05-31,2018-04-03,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-04-03,TRUE,Completed,FALSE,FALSE,2,FALSE
2008-002070-35_NCT00908544,NCT00908544,COMPLETED,2019-08-23,2009-05-26,2018-05-31,NA,TRUE,TRUE,TRUE,NA,TRUE,2018-05-31,FALSE,FALSE,ACTUAL,2018-05-31,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-04-03,TRUE,Completed,FALSE,FALSE,2,FALSE
2008-002130-30_NCT02118415,NCT02118415,COMPLETED,2024-04-15,2014-02-25,2019-03-31,NA,TRUE,TRUE,FALSE,NA,TRUE,2019-03-31,TRUE,TRUE,ACTUAL,2019-03-31,2018-05-07,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-05-07,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2008-002130-30_NCT02118415,2008-002130-30,Prematurely Ended,2020-05-16,2008-06-09,2018-05-07,NA,TRUE,TRUE,TRUE,TRUE,TRUE,2018-05-07,TRUE,TRUE,NA,2018-05-07,2018-05-07,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-05-07,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2008-002226-11_DRKS00000440_NCT00842920,2008-002226-11,Completed,2022-06-18,2008-09-03,2020-08-31,2020-10-23,TRUE,TRUE,TRUE,TRUE,TRUE,2020-08-31,FALSE,FALSE,NA,NA,2020-08-31,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2020-08-31,TRUE,Completed,FALSE,FALSE,3,FALSE
2008-002226-11_DRKS00000440_NCT00842920,NCT00842920,UNKNOWN,2020-01-22,2009-02-11,NA,2021-02-28,TRUE,TRUE,TRUE,NA,TRUE,2021-02-28,FALSE,FALSE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2020-08-31,TRUE,Completed,FALSE,FALSE,3,FALSE
2008-002226-11_DRKS00000440_NCT00842920,DRKS00000440,RECRUITING,2012-01-30,2010-06-07,NA,NA,TRUE,NA,TRUE,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2020-08-31,TRUE,Completed,FALSE,FALSE,3,FALSE
2008-002356-18_NCT00822393,NCT00822393,COMPLETED,2020-07-29,2009-01-13,2018-01-25,NA,TRUE,TRUE,TRUE,NA,TRUE,2018-01-25,TRUE,FALSE,ACTUAL,2018-01-25,2018-01-25,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-01-25,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2008-002356-18_NCT00822393,2008-002356-18,Completed,2019-01-30,2008-06-27,2018-01-25,2018-01-25,TRUE,TRUE,FALSE,TRUE,TRUE,2018-01-25,TRUE,FALSE,NA,NA,2018-01-25,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-01-25,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2008-003174-18_NCT00894569,NCT00894569,UNKNOWN,2009-05-13,2009-05-06,NA,2011-08-31,TRUE,FALSE,FALSE,NA,FALSE,2011-08-31,FALSE,FALSE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-01-31,TRUE,UNKNOWN,FALSE,FALSE,2,FALSE
2008-003174-18_NCT00894569,2008-003174-18,Completed,NA,2008-12-09,NA,2020-01-31,TRUE,TRUE,TRUE,TRUE,FALSE,2020-01-31,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-01-31,TRUE,UNKNOWN,FALSE,FALSE,2,FALSE
2008-003658-13_DRKS00003588_NCT00987636,DRKS00003588,COMPLETE_FOLLOW_UP_COMPLETE,2023-07-12,2012-03-23,2019-06-30,NA,TRUE,TRUE,TRUE,NA,TRUE,2019-06-30,FALSE,FALSE,NA,2019-06-30,2019-06-30,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2019-06-30,TRUE,COMPLETE_FOLLOW_UP_COMPLETE,FALSE,FALSE,3,TRUE
2008-003658-13_DRKS00003588_NCT00987636,2008-003658-13,Completed,2020-01-12,2008-08-19,2019-06-30,NA,TRUE,TRUE,TRUE,TRUE,TRUE,2019-06-30,FALSE,FALSE,NA,2019-06-30,2019-06-30,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2019-06-30,TRUE,COMPLETE_FOLLOW_UP_COMPLETE,FALSE,FALSE,3,TRUE
2008-003658-13_DRKS00003588_NCT00987636,NCT00987636,COMPLETED,2019-10-18,2009-09-30,2019-03-31,NA,TRUE,TRUE,TRUE,NA,TRUE,2019-03-31,FALSE,FALSE,ACTUAL,2019-03-31,NA,TRUE,TRUE,ClinicalTrials.gov_DRKS_EudraCT,TRUE,2019-06-30,TRUE,COMPLETE_FOLLOW_UP_COMPLETE,FALSE,FALSE,3,TRUE
2008-004263-19_NCT01049425,2008-004263-19,Completed,2020-03-22,2008-10-07,2017-03-01,NA,TRUE,FALSE,FALSE,TRUE,TRUE,2017-03-01,FALSE,FALSE,NA,2017-03-01,2017-03-01,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2017-03-01,FALSE,Completed,FALSE,FALSE,2,FALSE
2008-004263-19_NCT01049425,NCT01049425,COMPLETED,2019-08-12,2010-01-12,2018-05-15,NA,TRUE,TRUE,TRUE,NA,TRUE,2018-05-15,FALSE,FALSE,ACTUAL,2018-05-15,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2017-03-01,FALSE,Completed,FALSE,FALSE,2,FALSE
2008-004802-14_NCT01077427,NCT01077427,UNKNOWN,2017-11-14,2010-02-25,NA,2021-03-31,TRUE,TRUE,TRUE,NA,FALSE,2021-03-31,TRUE,TRUE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2022-03-01,FALSE,UNKNOWN,FALSE,FALSE,2,FALSE
2008-004802-14_NCT01077427,2008-004802-14,Prematurely Ended,NA,2009-04-09,NA,2022-03-01,TRUE,FALSE,TRUE,TRUE,FALSE,2022-03-01,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2022-03-01,FALSE,UNKNOWN,FALSE,FALSE,2,FALSE
2008-005786-60_NCT03216148,2008-005786-60,Prematurely Ended,2021-09-12,2014-01-14,NA,2018-11-20,TRUE,TRUE,TRUE,TRUE,TRUE,2018-11-20,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2019-07-31,TRUE,Prematurely Ended,FALSE,FALSE,2,FALSE
2008-005786-60_NCT03216148,NCT03216148,UNKNOWN,2017-07-18,2017-07-10,NA,2019-07-31,TRUE,TRUE,TRUE,NA,TRUE,2019-07-31,TRUE,TRUE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2019-07-31,TRUE,Prematurely Ended,FALSE,FALSE,2,FALSE
2008-005925-12_NCT01289301,2008-005925-12,Prematurely Ended,2023-05-18,2010-12-29,NA,2020-07-23,TRUE,TRUE,TRUE,TRUE,TRUE,2020-07-23,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-07-23,TRUE,Prematurely Ended,FALSE,FALSE,2,FALSE
2008-005925-12_NCT01289301,NCT01289301,UNKNOWN,2011-02-02,2011-02-02,NA,2018-10-31,TRUE,TRUE,TRUE,NA,TRUE,2018-10-31,TRUE,TRUE,ESTIMATED,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-07-23,TRUE,Prematurely Ended,FALSE,FALSE,2,FALSE
2009-010738-23_NCT00949364,2009-010738-23,Completed,2021-03-04,2009-09-09,2016-09-14,2016-09-14,TRUE,FALSE,TRUE,TRUE,TRUE,2016-09-14,FALSE,FALSE,NA,2016-12-14,2016-09-14,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2016-09-14,FALSE,Completed,FALSE,FALSE,2,TRUE
2009-010738-23_NCT00949364,NCT00949364,COMPLETED,2017-09-21,2009-07-28,2016-12-14,NA,TRUE,FALSE,FALSE,NA,TRUE,2016-12-14,FALSE,FALSE,ACTUAL,2016-12-14,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2016-09-14,FALSE,Completed,FALSE,FALSE,2,TRUE
2009-011889-28_NCT00893399,NCT00893399,COMPLETED,2023-02-24,2009-05-05,2021-09-01,NA,TRUE,TRUE,FALSE,NA,TRUE,2021-09-01,FALSE,FALSE,ACTUAL,2021-09-01,2021-09-01,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2021-09-01,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2009-011889-28_NCT00893399,2009-011889-28,Completed,2022-09-16,2009-05-27,2021-09-01,2021-09-01,TRUE,TRUE,TRUE,TRUE,TRUE,2021-09-01,FALSE,FALSE,NA,NA,2021-09-01,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2021-09-01,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2009-012198-36_NCT01136395,2009-012198-36,Completed,2023-05-31,2009-10-23,2019-06-18,2019-06-18,TRUE,TRUE,TRUE,TRUE,TRUE,2019-06-18,FALSE,FALSE,NA,2019-06-18,2019-06-18,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2019-06-18,TRUE,Completed,FALSE,FALSE,2,FALSE
2009-012198-36_NCT01136395,NCT01136395,COMPLETED,2019-10-07,2010-06-02,2019-06-18,NA,TRUE,TRUE,TRUE,NA,TRUE,2019-06-18,FALSE,FALSE,ACTUAL,2019-06-18,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2019-06-18,TRUE,Completed,FALSE,FALSE,2,FALSE
2009-012576-27_NCT01126645,NCT01126645,COMPLETED,2019-05-29,2010-05-17,2018-12-31,NA,TRUE,TRUE,TRUE,NA,FALSE,2018-12-31,FALSE,FALSE,ACTUAL,2018-12-31,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-12-31,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2009-012576-27_NCT01126645,2009-012576-27,Completed,NA,2009-12-17,NA,2019-01-30,TRUE,TRUE,TRUE,TRUE,FALSE,2019-01-30,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-12-31,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2009-013294-18_NCT03749590,NCT03749590,TERMINATED,2021-04-28,2018-11-12,2020-08-31,NA,TRUE,TRUE,TRUE,NA,FALSE,2020-08-31,TRUE,TRUE,ACTUAL,2020-08-31,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-08-31,TRUE,TERMINATED,FALSE,FALSE,2,FALSE
2009-013294-18_NCT03749590,2009-013294-18,Prematurely Ended,NA,2009-10-02,NA,2020-08-31,TRUE,TRUE,TRUE,TRUE,FALSE,2020-08-31,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-08-31,TRUE,TERMINATED,FALSE,FALSE,2,FALSE
2009-013701-34_DRKS00005040,DRKS00005040,DISCONTINIUED,2022-03-11,2013-08-22,2018-01-03,NA,TRUE,TRUE,TRUE,NA,TRUE,2018-01-03,TRUE,TRUE,NA,2018-01-03,NA,TRUE,TRUE,DRKS_EudraCT,TRUE,2018-01-03,TRUE,DISCONTINIUED,FALSE,FALSE,2,FALSE
2009-013701-34_DRKS00005040,2009-013701-34,Prematurely Ended,2021-12-13,2011-04-08,NA,2018-01-03,TRUE,TRUE,TRUE,TRUE,TRUE,2018-01-03,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,DRKS_EudraCT,TRUE,2018-01-03,TRUE,DISCONTINIUED,FALSE,FALSE,2,FALSE
2009-015936-14_NCT02258815,NCT02258815,COMPLETED,2023-12-01,2013-08-07,2022-12-31,NA,TRUE,FALSE,TRUE,NA,TRUE,2022-12-31,FALSE,FALSE,ACTUAL,2022-12-31,2018-10-21,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-10-21,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2009-015936-14_NCT02258815,2009-015936-14,Completed,2023-07-07,2010-02-04,2018-10-21,2019-06-27,TRUE,TRUE,TRUE,TRUE,TRUE,2018-10-21,FALSE,FALSE,NA,NA,2018-10-21,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2018-10-21,TRUE,COMPLETED,FALSE,FALSE,2,FALSE
2009-016466-82_NCT01222559,2009-016466-82,Completed,2021-03-11,2009-11-06,2020-09-09,2020-02-28,TRUE,TRUE,FALSE,TRUE,TRUE,2020-09-09,FALSE,FALSE,NA,2020-02-29,2020-09-09,TRUE,TRUE,ClinicalTrials.gov_EudraCT,TRUE,2020-09-09,TRUE,Completed,FALSE,FALSE,2,FALSE
