"trial_id","registry_url","registry","status","crossreg_id","crossreg_euctr","crossreg_drks","crossreg_ctgov","has_premature","has_de_premature","has_cluster_de_protocol","running_id","is_crossreg"
"2013-005503-13","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-005503-13","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,22,FALSE
"2016-000048-32","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2016-000048-32","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,23,FALSE
"2012-005617-39","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005617-39","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,24,FALSE
"2015-005744-34","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-005744-34","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,25,FALSE
"2014-003313-28","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-003313-28","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,26,FALSE
"2020-002502-75","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2020-002502-75","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,27,FALSE
"2009-016482-28","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-016482-28","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,28,FALSE
"2013-002409-75","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-002409-75","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,29,FALSE
"2014-004981-52","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-004981-52","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,30,FALSE
"2014-004095-31","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-004095-31","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,31,FALSE
"2013-000970-31","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-000970-31","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,32,FALSE
"2008-006905-18","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-006905-18","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,33,FALSE
"2016-002370-12","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2016-002370-12","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,34,FALSE
"2005-001827-12","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2005-001827-12","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,35,FALSE
"2020-001732-10","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2020-001732-10","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,36,FALSE
"2013-004881-33","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-004881-33","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,37,FALSE
"2016-001611-20","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2016-001611-20","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,38,FALSE
"2012-000411-91","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-000411-91","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,39,FALSE
"2018-001433-41","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2018-001433-41","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,40,FALSE
"2018-002606-31","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2018-002606-31","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,41,FALSE
"2009-013099-38","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-013099-38","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,42,FALSE
"2017-002723-16","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2017-002723-16","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,43,FALSE
"2010-022511-18","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-022511-18","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,44,FALSE
"2012-005569-10","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005569-10","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,45,FALSE
"2018-004451-20","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2018-004451-20","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,46,FALSE
"2018-000112-21","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2018-000112-21","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,47,FALSE
"2011-001474-25","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-001474-25","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,48,FALSE
"2016-005100-26","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2016-005100-26","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,49,FALSE
"2009-012436-32","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-012436-32","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,50,FALSE
"2013-003234-32","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-003234-32","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,51,FALSE
"2021-001512-28","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2021-001512-28","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,52,FALSE
"2007-000128-42","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-000128-42","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,53,FALSE
"2009-014895-23","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-014895-23","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,54,FALSE
"2006-006004-11","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-006004-11","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,55,FALSE
"2015-004184-36","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-004184-36","EUCTR","Prematurely Ended",NA,NA,NA,NA,NA,NA,NA,56,FALSE
"2012-005846-39","https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005846-39","EUCTR","Completed",NA,NA,NA,NA,NA,NA,NA,57,FALSE
"DRKS00009758","https://drks.de/search/en/trial/DRKS00009758","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,58,FALSE
"DRKS00007102","https://drks.de/search/en/trial/DRKS00007102","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,59,FALSE
"DRKS00010783","https://drks.de/search/en/trial/DRKS00010783","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,60,FALSE
"DRKS00021447","https://drks.de/search/en/trial/DRKS00021447","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,61,FALSE
"DRKS00009790","https://drks.de/search/en/trial/DRKS00009790","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,62,FALSE
"DRKS00010771","https://drks.de/search/en/trial/DRKS00010771","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,63,FALSE
"DRKS00019105","https://drks.de/search/en/trial/DRKS00019105","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,64,FALSE
"DRKS00009780","https://drks.de/search/en/trial/DRKS00009780","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,65,FALSE
"DRKS00021419","https://drks.de/search/en/trial/DRKS00021419","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,66,FALSE
"DRKS00021420","https://drks.de/search/en/trial/DRKS00021420","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,67,FALSE
"DRKS00021436","https://drks.de/search/en/trial/DRKS00021436","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,68,FALSE
"DRKS00021487","https://drks.de/search/en/trial/DRKS00021487","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,69,FALSE
"DRKS00021499","https://drks.de/search/en/trial/DRKS00021499","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,70,FALSE
"DRKS00021495","https://drks.de/search/en/trial/DRKS00021495","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,71,FALSE
"DRKS00021460","https://drks.de/search/en/trial/DRKS00021460","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,72,FALSE
"DRKS00021475","https://drks.de/search/en/trial/DRKS00021475","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,73,FALSE
"DRKS00019077","https://drks.de/search/en/trial/DRKS00019077","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,74,FALSE
"DRKS00019092","https://drks.de/search/en/trial/DRKS00019092","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,75,FALSE
"DRKS00010811","https://drks.de/search/en/trial/DRKS00010811","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,76,FALSE
"DRKS00009854","https://drks.de/search/en/trial/DRKS00009854","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,77,FALSE
"DRKS00010836","https://drks.de/search/en/trial/DRKS00010836","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,78,FALSE
"DRKS00021519","https://drks.de/search/en/trial/DRKS00021519","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,79,FALSE
"DRKS00009862","https://drks.de/search/en/trial/DRKS00009862","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,80,FALSE
"DRKS00008537","https://drks.de/search/en/trial/DRKS00008537","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,81,FALSE
"DRKS00021527","https://drks.de/search/en/trial/DRKS00021527","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,82,FALSE
"DRKS00022862","https://drks.de/search/en/trial/DRKS00022862","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,83,FALSE
"DRKS00021533","https://drks.de/search/en/trial/DRKS00021533","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,84,FALSE
"DRKS00022866","https://drks.de/search/en/trial/DRKS00022866","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,85,FALSE
"DRKS00010880","https://drks.de/search/en/trial/DRKS00010880","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,86,FALSE
"DRKS00008562","https://drks.de/search/en/trial/DRKS00008562","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,87,FALSE
"DRKS00019207","https://drks.de/search/en/trial/DRKS00019207","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,88,FALSE
"DRKS00019203","https://drks.de/search/en/trial/DRKS00019203","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,89,FALSE
"DRKS00020237","https://drks.de/search/en/trial/DRKS00020237","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,90,FALSE
"DRKS00019225","https://drks.de/search/en/trial/DRKS00019225","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,91,FALSE
"DRKS00021573","https://drks.de/search/en/trial/DRKS00021573","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,92,FALSE
"DRKS00020240","https://drks.de/search/en/trial/DRKS00020240","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,93,FALSE
"DRKS00020211","https://drks.de/search/en/trial/DRKS00020211","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,94,FALSE
"DRKS00033531","https://drks.de/search/en/trial/DRKS00033531","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,95,FALSE
"DRKS00020217","https://drks.de/search/en/trial/DRKS00020217","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,96,FALSE
"DRKS00022881","https://drks.de/search/en/trial/DRKS00022881","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,97,FALSE
"DRKS00022880","https://drks.de/search/en/trial/DRKS00022880","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,98,FALSE
"DRKS00020284","https://drks.de/search/en/trial/DRKS00020284","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,99,FALSE
"DRKS00020267","https://drks.de/search/en/trial/DRKS00020267","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,100,FALSE
"DRKS00019197","https://drks.de/search/en/trial/DRKS00019197","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,101,FALSE
"DRKS00019190","https://drks.de/search/en/trial/DRKS00019190","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,102,FALSE
"DRKS00033492","https://drks.de/search/en/trial/DRKS00033492","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,103,FALSE
"DRKS00010800","https://drks.de/search/en/trial/DRKS00010800","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,104,FALSE
"DRKS00009815","https://drks.de/search/en/trial/DRKS00009815","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,105,FALSE
"DRKS00009809","https://drks.de/search/en/trial/DRKS00009809","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,106,FALSE
"DRKS00023822","https://drks.de/search/en/trial/DRKS00023822","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,107,FALSE
"DRKS00009501","https://drks.de/search/en/trial/DRKS00009501","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,108,FALSE
"DRKS00008202","https://drks.de/search/en/trial/DRKS00008202","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,109,FALSE
"DRKS00008209","https://drks.de/search/en/trial/DRKS00008209","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,110,FALSE
"DRKS00009528","https://drks.de/search/en/trial/DRKS00009528","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,111,FALSE
"DRKS00009554","https://drks.de/search/en/trial/DRKS00009554","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,112,FALSE
"DRKS00011876","https://drks.de/search/en/trial/DRKS00011876","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,113,FALSE
"DRKS00011869","https://drks.de/search/en/trial/DRKS00011869","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,114,FALSE
"DRKS00022547","https://drks.de/search/en/trial/DRKS00022547","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,115,FALSE
"DRKS00011886","https://drks.de/search/en/trial/DRKS00011886","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,116,FALSE
"DRKS00010583","https://drks.de/search/en/trial/DRKS00010583","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,117,FALSE
"DRKS00010580","https://drks.de/search/en/trial/DRKS00010580","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,118,FALSE
"DRKS00021248","https://drks.de/search/en/trial/DRKS00021248","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,119,FALSE
"DRKS00010574","https://drks.de/search/en/trial/DRKS00010574","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,120,FALSE
"DRKS00021257","https://drks.de/search/en/trial/DRKS00021257","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,121,FALSE
"DRKS00035862","https://drks.de/search/en/trial/DRKS00035862","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,122,FALSE
"DRKS00034528","https://drks.de/search/en/trial/DRKS00034528","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,123,FALSE
"DRKS00022560","https://drks.de/search/en/trial/DRKS00022560","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,124,FALSE
"DRKS00021165","https://drks.de/search/en/trial/DRKS00021165","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,125,FALSE
"DRKS00010496","https://drks.de/search/en/trial/DRKS00010496","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,126,FALSE
"DRKS00010497","https://drks.de/search/en/trial/DRKS00010497","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,127,FALSE
"DRKS00008173","https://drks.de/search/en/trial/DRKS00008173","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,128,FALSE
"DRKS00021148","https://drks.de/search/en/trial/DRKS00021148","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,129,FALSE
"DRKS00008198","https://drks.de/search/en/trial/DRKS00008198","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,130,FALSE
"DRKS00022484","https://drks.de/search/en/trial/DRKS00022484","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,131,FALSE
"DRKS00021192","https://drks.de/search/en/trial/DRKS00021192","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,132,FALSE
"DRKS00023911","https://drks.de/search/en/trial/DRKS00023911","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,133,FALSE
"DRKS00009618","https://drks.de/search/en/trial/DRKS00009618","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,134,FALSE
"DRKS00010620","https://drks.de/search/en/trial/DRKS00010620","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,135,FALSE
"DRKS00009628","https://drks.de/search/en/trial/DRKS00009628","DRKS","COMPLETE_FOLLOW_UP_CONTINUING",NA,NA,NA,NA,NA,NA,NA,136,FALSE
"DRKS00010606","https://drks.de/search/en/trial/DRKS00010606","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,137,FALSE
"DRKS00008321","https://drks.de/search/en/trial/DRKS00008321","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,138,FALSE
"DRKS00023914","https://drks.de/search/en/trial/DRKS00023914","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,139,FALSE
"DRKS00023931","https://drks.de/search/en/trial/DRKS00023931","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,140,FALSE
"DRKS00009677","https://drks.de/search/en/trial/DRKS00009677","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,141,FALSE
"DRKS00021301","https://drks.de/search/en/trial/DRKS00021301","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,142,FALSE
"DRKS00009692","https://drks.de/search/en/trial/DRKS00009692","DRKS","DISCONTINIUED",NA,NA,NA,NA,NA,NA,NA,143,FALSE
"DRKS00009687","https://drks.de/search/en/trial/DRKS00009687","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,144,FALSE
"DRKS00010676","https://drks.de/search/en/trial/DRKS00010676","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,145,FALSE
"DRKS00019053","https://drks.de/search/en/trial/DRKS00019053","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,146,FALSE
"DRKS00019051","https://drks.de/search/en/trial/DRKS00019051","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,147,FALSE
"DRKS00033278","https://drks.de/search/en/trial/DRKS00033278","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,148,FALSE
"DRKS00012915","https://drks.de/search/en/trial/DRKS00012915","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,149,FALSE
"DRKS00012907","https://drks.de/search/en/trial/DRKS00012907","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,150,FALSE
"DRKS00011610","https://drks.de/search/en/trial/DRKS00011610","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,151,FALSE
"DRKS00012944","https://drks.de/search/en/trial/DRKS00012944","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,152,FALSE
"DRKS00012961","https://drks.de/search/en/trial/DRKS00012961","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,153,FALSE
"DRKS00035603","https://drks.de/search/en/trial/DRKS00035603","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,154,FALSE
"DRKS00011635","https://drks.de/search/en/trial/DRKS00011635","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,155,FALSE
"DRKS00012965","https://drks.de/search/en/trial/DRKS00012965","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,156,FALSE
"DRKS00011625","https://drks.de/search/en/trial/DRKS00011625","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,157,FALSE
"DRKS00023632","https://drks.de/search/en/trial/DRKS00023632","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,158,FALSE
"DRKS00023633","https://drks.de/search/en/trial/DRKS00023633","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,159,FALSE
"DRKS00022305","https://drks.de/search/en/trial/DRKS00022305","DRKS","COMPLETE_FOLLOW_UP_COMPLETE",NA,NA,NA,NA,NA,NA,NA,160,FALSE
